title,description,location
Economist Historical Archive,"The Economist Historical Archive is a searchable database of The Economist archive. The archive includes full-color images, multiple search indexes, exportable financial tables and a gallery of front covers highlighting a key topic of each week.",https://infotrac.galegroup.com/itweb/miami_richter?db=ECON
Financial Times Historical Archive 1888-2010 (Gale),"Financial Times Historical Archive is a fully searchable facsimile edition of the Financial Times London edition of the paper. Article, advertisements and market listings are included and shown in the context of the full page and issue of the day.",https://infotrac.galegroup.com/itweb/miami_richter?db=FTHA
Foreign Relations between Latin America and the Caribbean States 1930-1944,"<p>Organized by country, Foreign Relations between Latin America and the Caribbean States covers a wide range of viewpoints on political, social and economic issues including the foreign relations interactions between Central American and South American countries -- with coverage of the Caribbean, Cuba, Haiti and the Dominican Republic. Foreign Relations between Latin America and the Caribbean States includes memoranda, cables, correspondence, reports and analyzes, and treaties.</p>",https://link.gale.com/apps/collection/3FGR/GDSC?u=miami_richter&sid=bookmark-GDSC
Illustrated London News Historical Archive (1842-2003),"The Illustrated London News Historical Archive includes access to the entire run of the ILN from its first publication on 14 May 1842 to its last in 2003. Each page has been digitally reproduced in full color and every article and caption is full-text searchable with hit-term highlighting and links to corresponding illustrations. Facsimilies of articles and illustrations can be viewed, printed and saved either individually or in the context of the page in which they appear.",https://infotrac.galegroup.com/itweb/miami_richter?db=ILN
Times Literary Supplement Historical Archive,"<p>The Times Literary Supplement Historical Archive including book reviews, film reviews, play reviews and more.</p>",https://infotrac.galegroup.com/itweb/miami_richter?db=TLSH
Slavery & Anti-Slavery: A Transnational Archive,"<p>Slavery and Anti-Slavery: A Transnational Archive Part I contains more than 7,000 books and pamphlets, 80 newspaper and periodical titles, and a dozen major manuscript collections.</p>",https://infotrac.galegroup.com/itweb/miami_richter?db=SAS
GreenFILE,"<p>GreenFILE offers information covering all aspects of human impact to the environment. Its collection of scholarly, government and general-interest titles includes content on global warming, green building, pollution, sustainable agriculture, renewable energy, recycling, and more. The database provides indexing and abstracts for more than 384,000 records, as well as Open Access full text for more than 4,700 records.</p>","https://access.library.miami.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=8gh"
Columbia Granger's World of Poetry,"The definitive source in English for locating poetry in anthologies. Contains 450,000 poetry citations, and 250,000 poems in full text. Includes scholarly commentary on poems and poets; biographical and bibliographical information, and a glossary of poetic terms.",http://www.columbiagrangers.org/
Music Online:  American Music,"A collection of music recordings from Americans of diverse origins, from Americas past and present. The songs are by and about American Indians, miners, immigrants, slaves, children, pioneers, and cowboys. They touch topics as varied as Civil Rights, political campaigns, Prohibition, the Revolutionary War, the Civil War, anti-war protests, and more. And the range of genres includes country, folk, bluegrass, Western, old time, American Indian, blues, gospel, shape note singing, doo-wop, Motown, R&amp;amp;B, soul, funk, and others.",https://search.alexanderstreet.com/amso
Music Online:  Contemporary World Music,"Contains the sounds of all regions from every continent, and&amp;nbsp;genres such as reggae, worldbeat, neo-traditional, world fusion, Balkanic jazz, African film, Bollywood, Arab swing and jazz, traditional music - Indian classical, fado, flamenco, klezmer, zydeco, gospel, gagaku, and more. This database is a complementary database to Smithsonian Global Sound for Libraries and includes a blend of contemporary and traditional world music recordings.",https://search.alexanderstreet.com/womu
Music Online:  Jazz Music Library,"<p>Part of the larger Music Online: Listening database, the Jazz Music Library features nearly one million jazz tracks from hundreds of labels, including Audiophile, Circle Records, Concord Jazz, Contemporary Records, Fantasy, GHB Records, Good Time Jazz, GRP Records, Impulse, Jazzology, Milestone, Nessa Records, Original Jazz Classics, Pablo, Peak, Prestige, Riverside, Solo Art Records, Stretch Records, and Verve.</p>",https://search.alexanderstreet.com/jazz
Mergent Archives,"An online database providing&amp;nbsp;access to a vast, indexed collection of corporate and industry related documents.",http://www.mergentarchives.com/
Ambrose Video,"<p>Ambrose Video provides streaming educational content in a variety of disciplines. The University of Miami currently has access to over 30 videos in the BBC Shakespeare Play collection and the entire Long Search series, a discussion of the basic beliefs of the world's major religions.</p>",http://www.ambrosevideo.com/institutional-access/resources
European Views of the Americas: 1493 to 1750,"<p>European Views of the Americas: 1493 to 1750 database covers European works that relate to the Americas. The database contains more than 32,000 entries and is a guide to printed records about the Americas written in Europe before 1750.</p>","https://access.library.miami.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=hev"
ASTM Compass,"ASTM Compass is a collection of industry-leading standards and technical engineering information. The Library covers a range of engineering disciplines, including aerospace, biomedical, chemical, civil, environmental, geological, health and safety, industrial, materials science, mechanical, nuclear, petroleum, soil science, and solar engineering.",https://secure.astm.org/login?redirectUrl=aHR0cHM6Ly9jb21wYXNzLmFzdG0ub3Jn&amp;newApproach=true
Gale eBooks,"Formerly known as Gale Virtual Reference Library, Gale eBooks is a collection of encyclopedias and specialized reference sources for multidisciplinary research. These eBooks are available 24/7 with no checkout. Titles can be browsed, searched and downloaded anytime from any Internet-connected device.",https://link-gale-com.access.library.miami.edu/apps/GVRL?u=miami_richter
New York Times via ProQuest (1980-Current),"Provides national and international news, opinion and commentary.",https://search.proquest.com/newsstand/publication/11561?accountid=14585
Global Newsstream (ProQuest),"<p>Global Newsstream covers national and leading regional newspapers including The New York Times, The Wall Street Journal, USA TODAY, Chicago Tribune, Los Angeles Times, The Atlanta Journal-Constitution, Barron's, The Boston Globe, The Christian Science Monitor, and The Washington Post. International coverage includes The Guardian, The Globe and Mail, Jerusalem Post, and El Pais.</p>",https://search.proquest.com/globalnews/advanced?accountid=14585
Ebook Collection (EBSCOHost),"<p>Provides access to over 20,000 academic titles across many disciplines. Books may be viewed online using the EBSCOhost Full Text reader. Many titles are also available to download for reading offline. Users will be prompted to create / log in to their own EBSCOhost account to access the download functionality. Windows and Mac users will use Adobe Digital Editions to view the downloaded titles (freely available at http://www.adobe.com/products/digitaleditions/#download). iPad users will use the Bluefire Reader app to view the downloaded titles.</p>","https://search.ebscohost.com/login.aspx?authtype=ip,uid&amp;profile=ehost&amp;defaultdb=nlebk"
Gale NewsVault,"<p>Gale NewsVault delivers the definitive cross-searching experience for exploring Gales range of historical newspaper and periodical collections. The following collections are currently available within Gale NewsVault: 19th Century UK Periodicals Parts I & II; 19th Century US Newspapers; British Newspapers, 1600-1950; Daily Mail Historical Archive; Financial Times Historical Archive; Liberty Magazine Historical Archive; Punch Historical Archive, 1841-1992; The Economist Historical Archive; The Illustrated London News Historical Archive; The Independent Digital Archive, 1986-2012; The Listener Historical Archive; The Picture Post Historical Archive; The Telegraph Historical Archive, 1855-2000; Sunday Times Digital Archive; Times Digital Archive; TLS Historical Archive.</p>",https://find.galegroup.com/dvnw/start.do?prodId=DVNW&amp;userGroupName=miami_richter
AmericasBarometer (LAPOP),The AmericasBarometer is a survey of democratic public opinion and behavior that covers the Americas. It is an effort by LAPOP to measure democratic values and behaviors in the Americas using national probability samples of voting-age adults.,https://www.vanderbilt.edu/lapop/
HathiTrust,UM users have full-text access to over 6.4 million public domain works within the HathiTrust.,https://www.hathitrust.org/
Ebook Central (ProQuest),<p>Provides access to a growing collection of academic titles across many disciplines. Users will be prompted to authenticate both on campus and off campus. Books may be viewed online using the EBook Central&amp;nbsp;reader. Many titles are also available to download for reading offline. Windows and Mac users will use Adobe Digital Editions to view the downloaded titles (freely available at http://www.adobe.com/products/digitaleditions/#download). iPad users will use the Bluefire Reader app to view the downloaded titles.</p>,https://ebookcentral.proquest.com/lib/miami
Scholarship@Miami,"The Scholarly Repository features selected research and scholarly works prepared by faculty, students, and staff at the University of Miami.",https://scholarship.miami.edu/
ComUpdate,"Can be used to scan and summarize published articles in your areas of focus. The ComUpdate system allows you to select up to two classification terms (metaterms) and specify the time range of the search (only articles from the most recently added issue of each journal, the most recently added volume, articles added this calendar year, etc.)",https://www.cios.org/www/cusearch.htm
Alexander Street Video,Alexander Street Video allows users to cross-search all of the videos published by Alexander Street Press. There are currently over 2600 videos available in a wide variety of fields ranging from world history to cooking.,https://search.alexanderstreet.com/video
America's Historical Imprints,"Contains monographs, pamphlets, broadsides, government documents and ephemera. Available here: Civil War Broadsides and Ephemera; Early American Imprints, Series I: Evans, 1639-1800; Early American Imprints, Series II: Shaw-Shoemaker, 1801-1819.",https://infoweb.newsbank.com/?db=EAIX
Arts and Humanities Citation Index,"International coverage of more than 1,150 leading arts and humanities journals as well as selective coverage from leading science and social sciences journals.",http://webofknowledge.com/?DestApp=WOS&amp;editions=AHCI
Conference Proceedings Citation Index- Social Science &amp;amp; Humanities,Indexes current and retrospective bibliographic data on social sciences and humanities conferences. Contains links to Web of Science source records so items may be included in word and citation searches.,http://webofknowledge.com/?DestApp=WOS&amp;editions=ISSHP
Springer Nature Link,"<p>A digital library of full-text engineering, economics, and science journals, and selected book series, Springer Link provides access to millions of scientific documents.</p>",https://link.springer.com
Green Culture: An A-Z Guide,"An A-to-Z Guide explores the on-going paradigm shift in culture and lifestyles toward promoting a sustainable environment. After years of discussion about the environment dating back to the 1960s counter-culture, the recent explosion of green initiatives has induced the general public to embrace all things green, from recycling in the home to admiring green celebrities. This volume assesses the green cultural transformations by presenting some 150 articles of importance to students of sociology, history, political science, communications, public relations, anthropology, literature, arts and drama.",http://sk.sagepub.com/reference/greenculture
Handbook of Party Politics,Provides a survey of the major theories and approaches in this area of study and research. Gives students and researchers a road map to core literatures in all the sub-fields of party related theorizing and research.,http://sk.sagepub.com/reference/hdbk_partypol
IOP Publishing Current Journals Archive,Journal content from IOP,http://iopscience.iop.org/journalList
IOP Publishing Historic Journals Archive,Archive journal titles from IOP,http://iopscience.iop.org/journalList
Art Index Retrospective: 1929-1984 (H.W. Wilson),"<p>Art Index Retrospective, is a searchable bibliographic database that contains citations from the printed Art Index, volumes 1-32, published between 1929-1984. The service includes links and cross-searchability to the Library's subscription to the AMICO Library.</p>","https://access.library.miami.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=air"
EBSCOHost,"The EBSCOHost service provides gateway access to a number of searchable databases including Academic Search Elite, Business Source Premier, SPORTDiscus, The Serials Directory, NTIS, and Professional Development Collection.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&amp;profile=ehost"
British Library Newspapers 1732 -1950,<p>Consists of two major collections from the British Library which span three hundred years of newspaper publishing in the U.K. 17th and 18th Century Burney Collection Newspapers and 19th Century Newspapers.</p>,http://infotrac.galegroup.com/itweb/miami_richter?db=BNCN
World Digital Library,"The World Digital Library (WDL) makes available on the Internet, free of charge and in multilingual format, significant primary source materials from countries and cultures around the world.",http://www.wdl.org/en/
"Voices from the Dust Bowl: the Charles L. Todd and Robert Sonkin Migrant Worker Collection, 1940-1941","Voices from the Dust Bowl, by the Library of Congress, is an ethnographic field collection documenting the everyday life of residents of central Californian migrant work camps in 1940-41. The collection includes audio recordings, photographs, manuscript materials, and related documentation.",http://memory.loc.gov/ammem/afctshtml/tshome.html
Virtual Music Rare Book Room,"The University of North Texas Music Library's Virtual Music Rare Book Room presents digitized materials from the Edna mae Sandborn Music Rare Book Room, as well as items that were borrowed from private collectors and scanned with permission. A primary focus of the collection is 18th-century French opera, including scores and libretti.",http://digital.library.unt.edu/explore/collections/VRBR/
Virtual Gramophone: Canadian Historical Sound Recordings,"<p>Library and Archives Canada's Virtual Gramophone contains information for more than 15,000 78-rmp and cylinder recordings released in Canada or featuring Canadian artists and/or compositions. The database contains images, biographical and historical information, and digital audio reproductions of selected recordings.</p>",http://www.collectionscanada.gc.ca/gramophone/index-e.html
University of Washington Music Library Digital Scores Collection,"A collection of manuscript musical scores dating from the 17th through 19th centuries, digitized from the University of Washington Music Library's Rare Book Collection.",http://content.lib.washington.edu/mmweb/
University of Colorado Digital Sheet Music Collection,"The University of Colorado Digital Sheet Music Collection provides digital access to sheet music published between 1890 and 1922. The collection is divided into four separate sub-collections: the Colorado Collection (music about the state of Colorado), the Ingram Collection (music published by the Tolbert R. Ingram Music Company from 1900-1915), the Ragtime Collection (ragtime songs and piano rags), and the Western Trails Collection (music inspired by westward migration).",https://cudl.colorado.edu/luna/servlet/s/0qav6b
UCLA Digital Archive of Popular American Music,<p>The Digital Archive of Popular American Music consists of a selection of materials from UCLA Music Library's Archive of Popular American Music. The Digital Archive includes sheet music and performances of the songs now in the public domain.</p>,http://digital.library.ucla.edu/apam/
Themefinder (RISM US Manuscripts Incipit Search),"The US RISM/Themefinder website features data for musical manuscripts from the United States. Users may search by composer, title, genre, or other keywords, or by using the Themefinder musical incipit/theme search, which allows for searching pitch, interval, scale degree, or contour of the musical line. Results are displayed as a list of works that match the search, along with the theme or incipit of each work.",http://rism.themefinder.org
Themefinder,"Themefinder allows for the searching of musical works by theme or incipit. Currently, Themefinder searches three databases: Classical Instrumental Music, European Folksongs, and 16th-century Latin Motets. Users may search by pitch, interval, scale degree, or contour of the musical line. Results are displayed as a list of works that match the search, along with the theme or incipit of each work.",http://www.themefinder.org
"Florida Folklife from the WPA Collections, 1937-1942","<p>Florida Folklife from the WPA Collections, 1937-1942, by the Library of Congress, is an ethnographic field collection that documents Florida&#39;s cultural and ethnic diversity through audio recordings made under the auspices of the Work Projects Administration in the 1930s and 1940s. The collection includes folk songs, dance music, religious music, and interviews.</p>",https://www.loc.gov/collections/florida-folklife-from-the-works-progress-administration/about-this-collection/
IMSLP Petrucci Music Library,"The Petrucci Music Library was begun in 2006 by IMSLP (International Music Score Library Project) in order to gathering all public domain music scores and the music scores of any contemporary composers who wish to release them to the public free of charge. IMSLP is governed primarily by Canadian copyright law and, therefore, some works may not be public domain in other countries.",https://imslp.org/wiki/Main_Page
Louisiana State Museum Digital Library Jazz Collection,The Lousiana State Museum Digital Library Jazz Collection provides online access to photographs and audio recordings related to New Orleans Jazz.,https://louisianadigitallibrary.org/islandora/object/lsm-jaz:collection
"Lully, Jean-Baptiste: The Jean-Baptiste Lully Collection","<p>The Jean-Baptiste Lully Collection is a digital collection of rare 17th and 18th-century scores of operas, ballets, and other works by Jean-Baptiste Lully and his sons, from the holdings of the University of North Texas Music Library. The collection also includes some manuscript copies, as well as libretti prints and collections of stage works by Lully&#39;s collaborators.</p>",https://digital.library.unt.edu/explore/collections/JBLC/
Moldenhauer Archives: The Rosaleen Moldenhauer Memorial,"The Moldenhauer Archives: The Rosaleen Moldenhauer Memorial presents a selection of digitized items from the full Moldenhauer Archives, which document the history of Western music from the medieval period through the modern era. The online collection includes scores and manuscripts as well as an electronic version of the guidebook for the archive.",https://www.loc.gov/collections/moldenhauer-archives/about-this-collection/
Temple Sheet Music Collections,"A project of Temple University, Temple Sheet Music Collections contains approximately 840 pieces of sheet music published from the early 19th to early 20th centuries.",http://digital.library.temple.edu/cdm4/browse.php?CISOROOT=/p15037coll1
Southern Mosaic: The John and Ruby Lomax 1939 Southern States Recording Trip,"Southern Mosaic, by the Library of Congress, is an ethnographic field collection containing nearly 700 sound recordings and other materials documenting a 1939 trip through the southern United States. Recordings include ballas, blues, folk songs, spirituals, and work songs.",http://memory.loc.gov/ammem/lohtml/lohome.html
"Sousa, John Philip: The March King: John Philip Sousa","The March King: John Philip Sousa presents selected music manuscripts, photographs, printed music, sound recordings, and more from the Sousa Collection at the Library of Congress",http://lcweb2.loc.gov/diglib/ihas/html/sousa/sousa-home.html
Sibley Music Library Music Scores,"<p>The digitized collection of music scores from Eastman School of Music's Sibley Music Library includes over 14,000 digitized manuscripts and scores in the public domain, many of which are unique to Sibley's collection.</p>",https://urresearch.rochester.edu/viewInstitutionalCollection.action?collectionId=63
Sheldon Harris Sheet Music Collection,"<p>The University of Mississippi Libraries' Sheldon Harris Sheet Music Collection provides digital access to popular sheet music of the late 19th and early 20th centuries, including jazz, blues, and minstrel songs. Note: please read collection disclaimer.</p>",https://egrove.olemiss.edu/sharris_a/
Sheet Music from Canada's Past,"<p>Sheet Music from Canada's Past, a project by Library and Archives Canada and published via Aurora, provides digital access to a selection of sheet music published in Canada before 1921. Selected titles also include audio examples.</p>","https://bac-lac.on.worldcat.org/advancedsearch?queryString=(ot=coll17)&amp;databaseList=4072,283"
Sheet Music Consortium,"The Sheet Music Consortium, hosted by the UCLA Digital Library Program, is a cooperative project to build an open collection of digitized sheet music through harvesting metadata from collections around the world.",https://digital2.library.ucla.edu/sheetmusic/
"Sheet Music Collections, York University Libraries",A selections of digitized sheet music from York University Libraries' Clara Thomas Archives and Special Collections.,http://pi.library.yorku.ca/dspace/handle/10315/8004
"Schumann, Robert: Complete Works","The complete works of Robert Schumann, originally published by Breitkopf &amp; Hartel in the late 1800s and digitized by the Munich Digitization Center of the Bavarian State Library",http://daten.digitale-sammlungen.de/~db/ausgaben/uni_ausgabe.html?recherche=ja&amp;ordnung=sig&amp;projekt=1229602060&amp;l=en
"Schubert, Franz: Werke (IMSLP)","<p>Franz Peter Schuberts Werke is the late 19th-century edition of Schubert's complete works, originally published by Breitkopf & Hartel and digitized by the International Music Score Library Project. Some listings include other digitized public domain scores, digitized and audio files (MIDI or recorded performances).</p>",http://imslp.org/wiki/Franz_Schubert:_Franz_Peter_Schuberts_Werke
RISM: International Inventory of Musical Sources,"<p>RISM (Repertoire International des Sources Musicales), the International Inventory of Musical Sources, is an international effort to comprehensively document surviving music sources (including manuscripts, prints, libretty, and writings about music) around the world. The online catalog contains around 700,000 references to music manuscripts, many of which were first cataloged in RISM's Series A/II, Music Manuscripts after 1600. The catalog also includes ongoing indexing completed since the publication of Series A/II. Each catalog entry includes thematic catalog numbers, description of the musical work, location of the manuscript, provenance, and musical incipits.</p>",http://opac.rism.info/index.php?id=2&amp;L=1
"Renaissance Masses, 1440-1520","<p>Princeton University&#39;s Renaissance Masses, 1440-1520 is an online catalog of polyphonic masses composed in Europe in the 15th-16th centuries. The catalog can be browsed by title, composer, manuscript, or print. The catalog is continuously being updated with the addition of audio recordings for each mass.</p>",http://www.robcwegman.org/mass.htm
Ragtime,"Ragtime, by the Library of Congress, presents a selection of sheet music, audio and video recordings, and other materials related to this uniquely American musical phenomenon.",http://lcweb2.loc.gov/diglib/ihas/html/ragtime/ragtime-home.html
Piano Bench Digital Collection,"Auburn University's Piano Bench Digital Collection is comprised of sheet music published prior to 1923, much of it found in the benches of second-hand pianos purchased by the family of former Auburn University librarian Fred Edminston.",http://diglib.auburn.edu/collections/pianobench/
Performing Arts Encyclopedia,"The Performing Arts Encyclopedia is a guide to performing arts resources at the Library of Congress. The Encyclopedia provides access to digitized scores, sheet music, audio reordings, films, photographs, and other materials.",http://www.loc.gov/performingarts/index.html
Patriotic Melodies,"Patriotic Melodies, by the Library of Congress, tells the stories behind many of the most well known patriotic songs of the United States. The site includes descriptions of each song along with selected sheet music and audio recordings.",http://lcweb2.loc.gov/diglib/ihas/html/patriotic/patriotic-home.html
Pacific Northwest Sheet Music Collection,"A collection of over 1,000 pieces of public domain sheet music from and about Washington State and the Pacific Northwest, selected from the University of Washington Music Library's Ashford Sheet Music Collection.",http://content.lib.washington.edu/smweb/
Omaha Indian Music,"Omaha Indian Music, by the Library of Congress, documents traditional Omaha music from the 1890s and 1980s. The collection includes sound recordings, photographs, and related materials.",http://memory.loc.gov/ammem/omhhtml/omhhome.html
"Now What a Time: Blues, Gospel, and the Fort Valley Music Festivals, 1938-1943","Now What a Time, by the Library of Congress, is a collection consisting of sound recordings of primarly blues and gospel songs made from 1938-1943 in Georgia, Tennessee, and Alabama.",https://www.loc.gov/collections/blues-gospel-and-the-fort-valley-music-festivals/about-this-collection/
New York Public Library Digital Gallery: Music Division,"<p>The New York Public Library&#39;s Digital Gallery provides free access to over 700,000. The Digital Gallery includes nearly 12,000 of scores and manuscripts from the Music Division of the New York Public Library for the Performing Arts.</p>",https://digitalcollections.nypl.org/divisions/music-division
"Nazareth, Ernesto: The Nazareth Project",The Nazareth Project presents an official catalog of the works of Ernesto Nazareth. It includes digital transcriptions of the scores and audio files.,http://www.ernestonazareth.com.br
National Library of Australia: Digitized Printed Music,"The National Library of Australia has digitized over 12,200 Australian printed music items from the 19th and early 20th centuries. The collection includes original scores of &amp;quot;Waltzing Matilda&amp;quot; and the offical Australian national anthem &amp;quot;Advance Australia Fair.&amp;quot;",https://www.nla.gov.au/what-we-collect/music
Mutopia Project: Free Sheet Music for Everyone,"The Mutopia Project provides access to classical music for free download through digital sheet music editions based on editions in the public domain. The Project also hosts modern editions from composers, editors, and arrangers who have chosen to make their works freely available to the public. MIDI files of some works are also available.",https://www.mutopiaproject.org/
Music Treasures Consortium,"<p>The Library of Congress&#39;s Music Treasures Consortium provides access to highly valued music manuscripts and print materials held in some of the world&#39;s most renowned music archives, including the British Library, Harvard University, and the Morgan Library &amp; Museum.</p>",https://www.loc.gov/collections/music-treasures-consortium/about-this-collection
"Music for the Nation: American Sheet Music, 1870 to 1885","Music for the Nation, by the Library of Congress, contains thousands of pieces of historical sheet music registered for copyright from 1870-1885. The collection includes popular songs, operatic arias, choral music, solo instrumental music, and orchestral and band music.",https://www.loc.gov/collections/american-sheet-music-1870-to-1885/about-this-collection/
Munich Digitization Center,"The Munich Digitization Center (MDZ) digitizes the special collections of the Bavarian State Library and other German institutions, including fine arts and music, and currently comprises over 900,000 titles.",https://www.digitale-sammlungen.de/index.html?&amp;l=en
"Mozart, Wolfgang Amadeus: Werke (IMSLP)","<p>Wolfgang Amadeus Mozarts Werke is the 1877-1910 edition of Mozart&#39;s complete works, originally published by Breitkopf Hartel and digitized by the International Music Score Library Project. Some listings include other digitized public domain scores, digitized and audio files (MIDI or recorded performances). Note: this page is updated manually; if a score is not listed, try browsing or searching for it using the left sidebar.</p>",https://imslp.org/wiki/Wolfgang_Amadeus_Mozart:_Wolfgang_Amadeus_Mozarts_Werke
"Mozart, Wolfgang Amadeus: Neue Mozart-Ausgabe (NMA) Online","NMA Online is the digitized version of the Neue Mozart-Ausgabe, the complete works of Wolfgang Amadeus Mozart originally published by Barenreiter-Verlag and digitized in a cooperative effort of the Mozarteum Foundation Salzburg and the Packard Humanities Institute. The site includes both music and critical commentaries.",http://dme.mozarteum.at/DME/nma/start.php?l=2
Mozart Ways,"The European Mozart Ways presents a new approach to studying Mozart by focusing on his travels. The site includes a full text biography of the composer, descriptions of his travels with maps and itineraries, and digitized, translated, and annotated versions of the letters of Mozart and his family.",https://www.coe.int/en/web/cultural-routes/european-mozart-ways
"Mendelssohn-Bartholdy, Felix: Werke (IMSLP)","<p>Felix Mendelssohn-Bartholdys Werke is the late 19th-century edition of Mendelssohn&#39;s complete works, originally published by Breitkopf Hartel and digitized by the International Music Score Library Project. Some listings include other digitized public domain scores, digitized and audio files (MIDI or recorded performances).</p>",https://imslp.org/wiki/Felix_Mendelssohn:_Felix_Mendelssohn-Bartholdys_Werke
"Mendelssohn-Bartholdy, Felix: Werke","The complete works of Felix Mendelssohn-Bartholdy, originally published in the late 1800s by Breitkopf &amp;amp; Hartel and digitized by the Munich Digitization Center of the Bavarian State Library.",https://www.digitale-sammlungen.de/index.html?projekt=1216809160&amp;l=en
Maine Music Box,"<p>The Maine Music Box, a project of the University of Maine&#39;s Raymond H. Fogler Library provides access to approximately 22,600 digitized works (manuscript scores and sheet music) held at the Bagaduce Music Lending Library and the Bangor Public Library. The Maine Music Box includes items such as vocal and popular sheet music, music for two pianos, and music by Maine composers or about Maine.</p>",https://digitalcommons.library.umaine.edu/mmb/
Peeters Online Bibliographies,"Launched in 1997, this database covers all fields of philosophy in nearly 30 languages and is designed as a complement to other bibliographical tools, focusing on the history of philosophy and continental philosophy. It is updated four times a year and includes references to books, edited volumes, journal articles, contributions, and reviews.",http://pob.peeters-leuven.be/
ARL Statistics,"ARL Statistics is a series of annual publications that describe the collections, expenditures, staffing, and service activities for ARL member libraries. The ARL Statistics Collection includes the annual publications ARL Statistics, ARL Academic Health Sciences Library Statistics, and ARL Academic Law Library Statistics that were published from 2006 to the present.",http://publications.arl.org/ARL_Statistics
ARL Annual Salary Survey,"The ARL Annual Salary Survey reports salaries for more than 12,000 professional positions in ARL member libraries on an annual basis. These data are used to determine whether salaries are competitive, equitable across institutions and personal characteristics, and keeping up with inflation. The survey also tracks minority representation in ARL US libraries and reports separate data for health sciences and law libraries.",http://publications.arl.org/ARL_Annual_Salary_Survey
Healthcare Administration Database (ProQuest),"Healthcare Administration Database (ProQuest)&amp;nbsp;is a comprehensive full-text database covering a wide range of health topics, including global public health, health administration, healthcare workers, hospitals, statistics, policy, finance and more.",https://search.proquest.com/healthmanagement/advanced?accountid=14585
RIPM Retrospective Index to Music Periodicals with Online Archive,"RIPM Retrospective Index to Music Periodicals is an international, annotated database with content analysis of writings on musical history and culture between 1800 and 1950 provided by scholars and editors. RIPM currently indexes the contents of music periodicals including articles, reviews, illustrations, music examples, advertisements, and press reviews. In addition, RIPM offers English-language translations of articles from journals in other languages.","http://search.ebscohost.com/login.aspx?authtype=ip,uid&amp;profile=ehost&amp;defaultdb=rip"
Victorian Popular Culture,"Resource for the study of popular entertainment in the nineteenth and early twentieth centuries. The resource is divided into four self contained sections: Spiritualism, Sensation and Magic; Circuses, Sideshows and Freaks; Music Hall, Theatre and Popular Entertainment; and Moving Pictures, Optical Entertainments &amp;amp; the Advent of Cinema.",https://www.victorianpopularculture.amdigital.co.uk/
British Literary Manuscripts Online,"Facsimile images of literary manuscripts, including letters and diaries, drafts of poems, plays, novels, and other literary works, and similar materials. Searching is based on tags and descriptive text associated with each manuscript. Images of the complete manuscript can be viewed, manipulated and navigated on screen. Please note that the text of the manuscripts themselves is not searchable. Includes: &amp;quot;British Literary Manuscripts Online, Medieval and Renaissance&amp;quot; &amp;amp; &amp;quot;British Literary Manuscripts Online, c. 1660-1900&amp;quot;",https://infotrac.galegroup.com/itweb/miami_richter?db=BLM
"Middle East Online: Iraq, 1914-1974","<p>Resource of primary source materials covering the political history of the Middle East in the 20th Century.<br />
<br />
Based on British Government and other files in the UK national archives, the series makes a contribution to research and teaching of Middle East Studies, the workings of diplomacy, of conflict resolution and peace-keeping.<br />
<br />
Offers a broad range of original source material from the Foreign Office, Colonial Office, War Office and Cabinet Papers covering the period from the Anglo-Indian landing in Basra in 1914 through the British Mandate in Iraq of 1920-32 to the rise of Saddam Hussein in 1974.<br />
<br />
Policy statements and other working documents are set out in context, the minor documents and marginalia revealing the workings of the mandate administration, diplomacy, treaties, oil and arms dealing. Also includes photographs and colour maps, as well as contemporary film.</p>",https://link.gale.com/apps/collection/6ACN/GDSC?u=miami_richter&sid=bookmark-GDSC
"Arab-Israeli Relations, 1917-1970","<p>Overview of the political history of the Middle East in the 20th Century, based on primary source documents from The National Archives, London. Original source material from the Foreign Office, Colonial Office, War Office and Cabinet Papers from the 1917 Balfour Declaration through to the Black September war of 1970-1. Major policy statements are set out in their fullest context, the minor documents and marginalia revealing the workings of colonial administration and, following the creation of the State of Israel in 1948, British diplomacy towards Israel and the Arab states.</p>",https://link.gale.com/apps/collection/6ACM/GDSC?u=miami_richter&sid=bookmark-GDSC
Testaments to the Holocaust (Wiener Library),"<p>Searchable personal accounts of life in Nazi Germany, photographs, propaganda materials, publications, and serials in a flexible format. For research into the domestic policies of Nazi Germany, Jewish life in Germany from 1933 to after the war.</p>",https://link.gale.com/apps/collection/6ACL/GDSC?u=miami_richter&sid=bookmark-GDSC
Civil War in Words and Deeds,"<p>This collection comprises, in its entirety, the Primary Source Media microfilm collection entitled Travels in the Confederate States. In addition, a small number of selected titles were included from the microfilm collection entitled Travels in the New South I, 1865-1900.</p>",https://link.gale.com/apps/collection/3HGD/GDSC?u=miami_richter&sid=bookmark-GDSC
Southern Literary Messenger: Literature of the Old South,"<p>This collection comprises, in its entirety, the Primary Source Media microfilm collection entitled Southern Literary Messenger.</p>",https://link.gale.com/apps/collection/4KOP/GDSC?u=miami_richter&sid=bookmark-GDSC
